Views,DownVotes,UpVotes,Reputation,DaysSinceCreation,DaysSinceAccess
83,0,0,441.0,385,382
6,0,0,1.0,1245,1201
1,0,0,1.0,1245,857
1,0,0,1.0,385,313
3,0,0,1.0,492,492
0,0,0,1.0,748,740
3,0,0,41.0,748,592
24,0,0,6.0,748,467
6,0,0,1.0,748,673
19,0,0,48.0,767,687
115,0,53,371.0,767,206
1,0,0,1.0,748,746
17,0,22,156.0,767,178
0,0,0,1.0,422,406
1,0,0,1.0,422,226
0,0,0,6.0,748,722
1,0,0,101.0,422,398
2,0,0,6.0,329,328
1,0,0,1.0,647,647
1,0,0,1.0,329,269
0,0,0,1.0,329,132
3,0,0,1.0,647,637
10,0,0,23.0,329,311
4,0,0,1.0,329,329
0,0,1,101.0,329,241
0,0,0,1.0,329,308
3,0,0,6.0,647,641
1,0,16,18.0,311,280
0,0,0,1.0,437,431
0,0,0,1.0,958,947
12,0,1,26.0,958,227
0,0,11,101.0,958,493
2,0,0,1.0,958,956
3,0,0,36.0,126,119
0,0,0,11.0,473,330
0,0,0,1.0,126,126
0,0,0,101.0,1055,547
0,0,1,111.0,373,229
0,0,0,1.0,325,325
0,0,0,1.0,279,254
6,0,3,113.0,1777,245
1,0,0,101.0,1777,1105
13,0,5,440.0,1777,126
8,0,0,101.0,1777,460
8,0,0,101.0,1777,831
12,0,0,41.0,1055,182
1,0,0,6.0,126,126
0,0,0,1.0,126,126
1,0,0,1.0,126,122
4,0,0,101.0,690,257
0,0,1,101.0,690,690
11,0,1,101.0,690,113
0,0,0,1.0,690,686
1,0,0,1.0,690,687
26,0,18,201.0,690,115
0,0,0,1.0,690,347
8,0,2,101.0,690,369
1,0,0,1.0,366,366
0,0,0,6.0,126,126
5,0,0,6.0,421,393
4,0,0,21.0,421,143
0,0,0,6.0,421,421
3,0,0,1.0,421,221
1,0,1,103.0,126,114
8,0,1,44.0,421,323
1,0,0,1.0,500,146
5,0,0,6.0,421,421
7,0,0,1.0,421,214
1,0,0,1.0,1725,1521
0,0,0,101.0,323,124
15,0,0,42.0,323,323
0,0,0,11.0,323,323
3,0,0,1.0,323,310
0,0,0,6.0,323,303
1,0,0,6.0,323,323
1,0,0,21.0,323,323
2,0,1,101.0,674,301
7,0,0,129.0,674,167
11,0,1,30.0,674,671
0,0,0,1.0,674,674
0,0,0,11.0,674,667
5,0,2,20.0,674,668
0,0,0,1.0,674,674
9,0,0,12.0,674,647
0,0,0,1.0,674,674
0,0,0,1.0,674,673
85,0,40,414.0,879,438
0,0,1,101.0,879,879
9,0,0,121.0,1466,645
8,0,0,1.0,879,857
28,0,0,21.0,879,870
2,0,0,26.0,879,879
1,0,1,101.0,879,606
0,0,0,1.0,207,207
29,1,11,356.0,814,136
14,0,5,43.0,682,156
0,0,0,101.0,814,423
1,0,0,1.0,168,159
1,0,0,1.0,168,116
1,0,1,101.0,1088,655
0,0,0,1.0,168,145
0,0,60,36.0,168,123
2,0,0,21.0,168,167
2,0,0,18.0,168,156
8,0,0,21.0,168,153
2,0,0,26.0,168,168
2,0,0,1.0,980,273
2,0,0,1.0,980,980
17,0,5,116.0,980,175
49,0,7,303.0,980,115
9,0,4,49.0,980,969
2,0,0,101.0,980,979
1,0,0,18.0,980,980
6,0,0,1.0,980,980
16,0,8,146.0,980,442
1,0,0,11.0,972,972
710,4,288,658.0,1024,279
1,0,0,28.0,972,925
6,0,19,123.0,972,113
1,0,0,1.0,972,972
4,0,0,25.0,972,929
1,0,0,6.0,972,972
5,0,0,11.0,1525,1524
7,0,0,11.0,1466,1425
5,0,0,1.0,683,681
8,0,1,93.0,1525,1063
445,21,1204,903.0,1725,275
0,0,0,1.0,683,683
1,0,0,1.0,683,416
10,0,6,139.0,683,129
2,0,0,1.0,683,683
0,0,0,1.0,683,683
5,0,4,65.0,1088,126
5,0,0,16.0,448,448
0,0,0,101.0,1088,1088
4,0,0,13.0,1525,1512
23,0,3,349.0,1235,233
3,0,0,1.0,1235,764
9,0,0,31.0,1235,762
10,0,1,13.0,1235,682
3,0,0,30.0,1235,1232
7,0,0,11.0,1235,273
2,0,0,6.0,1235,203
28,0,46,65.0,1235,111
4,0,0,8.0,1235,1216
4,0,4,120.0,216,214
0,0,0,1.0,597,595
33,0,1,136.0,1725,124
5,0,0,3.0,724,714
2,0,0,11.0,448,343
1,0,0,11.0,943,943
0,0,0,1.0,265,265
4,0,0,1.0,448,448
0,0,0,1.0,597,568
4,0,0,13.0,1152,1152
0,0,0,1.0,1152,201
12,0,0,106.0,1152,265
3,0,0,13.0,1152,1098
1,0,0,6.0,1152,774
1,0,0,1.0,1152,232
10,0,0,126.0,1063,799
2,0,0,38.0,1152,1114
0,0,0,1.0,300,214
0,0,0,1.0,300,300
0,0,0,1.0,300,298
4,0,0,1.0,300,136
0,0,0,1.0,300,226
13,0,5,75.0,1614,159
0,0,0,1.0,300,300
4,0,0,11.0,300,296
0,0,0,1.0,300,131
2,0,0,1.0,300,201
0,0,0,1.0,1614,1614
0,0,0,101.0,1614,1614
30,0,1,113.0,1614,600
138,6,115,473.0,1614,111
2,0,0,11.0,1177,1177
0,0,0,1.0,1177,1177
0,0,0,1.0,1177,1177
9,0,0,28.0,1177,1099
0,0,0,1.0,1177,1177
0,0,0,1.0,655,643
10,0,2,45.0,655,254
1,0,0,1.0,655,655
2,0,0,8.0,1177,1163
8,0,0,48.0,655,650
6,0,0,9.0,655,653
1,0,0,1.0,140,140
1,0,0,1.0,1016,1016
16,0,0,111.0,1730,143
2,0,0,101.0,1730,1730
339,2,76,1652.0,1730,156
1,0,0,101.0,1730,1730
1,0,7,101.0,1730,740
0,0,0,1.0,313,313
7,0,0,1.0,1730,113
3,0,0,8.0,1554,1554
3,0,0,3.0,1554,1314
1,0,0,1.0,199,127
0,0,0,11.0,199,127
5,0,0,101.0,1554,574
11,0,13,103.0,1554,897
2,0,0,8.0,1554,1554
56,3,55,277.0,1554,116
34,0,17,182.0,1554,1519
1,0,0,28.0,199,199
1,0,0,8.0,199,196
0,0,0,1.0,199,199
6,0,0,11.0,667,667
1,0,0,13.0,667,400
5,0,5,118.0,667,239
16,0,0,11.0,667,659
0,0,0,101.0,667,560
0,0,0,3.0,667,662
0,0,0,101.0,667,521
28,0,6,25.0,1057,132
1,0,0,3.0,662,660
0,0,2,101.0,662,165
0,0,0,1.0,662,602
2,0,0,101.0,662,655
0,0,0,1.0,662,640
66,0,32,90.0,662,170
0,0,0,101.0,662,384
4,0,0,9.0,662,647
70,0,55,571.0,275,111
27,0,1,33.0,1157,673
1,0,0,1.0,1020,668
2,0,0,1.0,187,187
12,0,1,44.0,665,658
0,0,0,1.0,187,187
0,0,0,11.0,187,186
0,0,0,1.0,187,176
0,0,0,1.0,187,186
0,0,0,1.0,187,186
2,0,0,1.0,187,187
0,0,0,6.0,187,187
0,0,0,1.0,187,187
0,0,5,101.0,906,750
5,0,0,6.0,1331,1331
5,0,2,16.0,624,623
2,0,0,16.0,624,261
55,0,101,133.0,1129,842
1,0,0,6.0,1331,1331
4,0,0,31.0,1331,1300
33,0,13,381.0,1331,178
116,276,403,1070.0,275,111
0,0,0,3.0,289,246
0,0,0,101.0,548,212
4,0,0,1.0,289,242
0,0,0,1.0,289,284
1,0,0,31.0,289,289
2,0,0,16.0,289,151
0,0,0,6.0,624,624
6,0,0,14.0,289,289
2,0,1,46.0,740,305
19,0,5,307.0,548,121
4,0,2,30.0,548,162
38,0,0,1.0,518,245
1,0,1,111.0,518,137
2,0,0,1.0,864,843
4,0,0,3.0,665,540
6,0,2,130.0,691,123
2,0,0,16.0,518,518
1,0,0,4.0,740,737
32,10,46,396.0,596,120
2,0,0,16.0,518,518
0,0,0,1.0,815,815
1,0,0,6.0,815,782
2,0,0,16.0,815,815
0,0,0,6.0,815,796
21,0,2,138.0,815,481
3,0,0,6.0,1402,1402
21,0,0,18.0,1091,1040
0,0,0,1.0,1091,450
4,0,5,101.0,1091,287
8,0,0,6.0,1091,1091
4,0,0,101.0,1091,1091
8,0,2,138.0,1091,356
0,0,0,1.0,268,268
3,0,10,101.0,1038,698
2,0,0,101.0,1038,232
19,0,9,82.0,1038,671
6,0,1,103.0,1038,761
0,0,0,1.0,1038,1038
2,0,0,21.0,1038,1037
0,0,0,13.0,1038,651
2,0,0,11.0,1038,1037
1,0,3,101.0,1038,168
434,3,151,1008.0,1038,111
0,0,0,13.0,220,214
0,0,0,1.0,220,219
0,0,0,1.0,355,353
0,0,0,1.0,355,287
0,0,0,1.0,220,142
1,0,0,26.0,355,355
0,0,0,6.0,355,350
1,0,0,12.0,355,351
0,0,0,1.0,220,220
1,0,0,1.0,355,354
18,0,4,79.0,1002,118
4,0,0,1.0,1002,918
0,0,0,21.0,1002,1002
0,0,0,101.0,1002,809
1,0,0,1.0,1002,976
1,0,0,1.0,1002,1002
3,0,0,101.0,1002,682
3,0,0,1.0,1002,950
31,0,1,81.0,1002,768
0,0,0,1.0,1025,794
0,0,0,1.0,294,153
0,0,0,13.0,294,269
2,0,0,1.0,294,292
0,0,0,6.0,294,269
0,0,0,1.0,294,272
0,0,0,31.0,294,291
4,0,1,107.0,294,293
1,0,0,1.0,294,262
0,0,6,101.0,560,200
6,0,4,43.0,560,111
0,0,0,1.0,159,159
8,0,8,76.0,463,201
2,0,2,101.0,560,256
0,0,0,1.0,560,407
6,0,0,6.0,560,560
0,0,0,1.0,560,544
0,0,0,1.0,159,116
0,0,2,101.0,159,159
0,0,0,1.0,159,159
0,0,0,1.0,159,159
0,0,0,1.0,159,151
0,0,0,1.0,159,159
0,0,0,1.0,159,159
0,0,0,1.0,1135,1131
12,0,0,25.0,1135,1098
17,0,17,97.0,1135,779
0,0,0,1.0,1135,1135
94,1,57,725.0,1135,191
3,0,0,1.0,1135,1135
0,0,0,1.0,1135,201
0,0,0,1.0,1135,1135
4,0,0,51.0,1135,1135
3,0,0,1.0,145,143
0,0,0,1.0,145,145
0,0,0,1.0,145,117
0,0,0,1.0,145,138
0,0,0,1.0,145,114
0,0,0,1.0,145,145
0,0,0,1.0,389,151
1,0,0,11.0,389,379
2,0,0,13.0,389,389
3,0,0,1.0,389,382
19,0,16,103.0,389,274
2,0,3,101.0,389,164
1,0,1,113.0,145,113
1,0,4,101.0,1165,205
1,0,7,101.0,1165,130
8,0,1,74.0,1166,111
1,0,2,101.0,1166,1031
1,0,1,101.0,1166,1087
2,0,0,31.0,1166,1163
3,0,0,8.0,312,251
1,0,0,6.0,312,311
4,0,0,108.0,312,192
1,0,0,1.0,312,162
8,0,0,4.0,312,311
19,0,0,6.0,312,312
0,0,0,1.0,312,312
1,0,0,1.0,312,193
2,0,0,1.0,797,797
49,0,1,51.0,797,111
0,0,0,1.0,797,796
1,0,0,1.0,797,117
25,0,0,11.0,797,740
16,0,2,91.0,797,117
0,0,0,1.0,1634,1626
2,0,0,101.0,1634,313
1,0,0,13.0,1634,1633
2,0,0,48.0,1634,147
4,0,1,29.0,1634,1608
6,0,0,168.0,1634,992
8,0,0,6.0,845,844
4,0,1,36.0,845,111
1,0,0,69.0,845,826
0,0,0,1.0,845,634
76,29,299,753.0,845,114
256,2,37,2755.0,845,111
13,0,17,120.0,845,143
3,0,8,16.0,761,157
135,1,107,93.0,1709,1388
4,0,2,108.0,1709,625
465,0,2062,2759.0,1709,111
11,0,0,21.0,303,303
515,52,51,2149.0,1709,181
1,0,0,6.0,304,303
0,0,0,1.0,304,301
1,0,0,11.0,303,239
2,0,0,16.0,202,201
16,0,0,12.0,553,536
16,2,151,215.0,1360,111
3,0,0,1.0,1360,1335
4,0,2,108.0,1360,420
6,0,0,3.0,1360,1339
22,0,0,99.0,1360,205
12,0,0,1.0,1360,1360
4,0,0,56.0,1360,1359
6,0,0,1.0,1360,1360
0,0,0,101.0,1358,238
8,0,66,221.0,917,127
8,0,0,471.0,178,112
0,0,0,6.0,140,139
3,0,0,6.0,140,137
0,0,0,1.0,140,140
1,0,0,8.0,983,974
0,0,0,1.0,601,579
0,0,1,101.0,140,140
0,0,0,1.0,140,140
0,0,0,11.0,601,519
1,0,0,1.0,601,165
25,2,2,263.0,1111,1073
25,0,1,46.0,1111,152
4,0,0,11.0,601,601
5,0,0,11.0,140,131
1,0,0,3.0,601,601
480,79,773,5337.0,1110,111
0,0,0,1.0,310,226
11,0,0,11.0,310,161
0,0,0,1.0,506,148
32,0,18,148.0,310,148
0,0,0,1.0,310,135
0,0,0,1.0,310,262
2,0,0,3.0,506,219
0,0,0,1.0,506,473
7,0,0,131.0,310,224
3,0,0,1.0,310,304
3,0,0,1.0,1324,1324
1,0,0,1.0,1324,1323
0,0,0,13.0,1324,1321
3,0,0,24.0,1324,1321
4,0,0,101.0,1324,1324
12,0,1,103.0,1324,213
4,0,1,46.0,1324,258
0,0,0,6.0,566,565
1,0,0,8.0,485,122
2,0,0,11.0,566,566
1,0,0,3.0,566,313
0,0,0,1.0,566,135
0,0,0,1.0,381,380
0,0,0,1.0,485,485
1,0,2,101.0,485,485
21,0,0,34.0,485,457
4,0,2,238.0,485,352
0,0,0,101.0,485,484
3,0,1,123.0,524,497
4,0,1,18.0,732,250
1,0,0,6.0,524,516
0,0,0,101.0,524,477
1,0,1,103.0,524,134
7,0,13,101.0,524,117
3,0,0,8.0,524,495
0,0,0,1.0,524,395
0,0,0,1.0,433,426
0,0,0,1.0,1044,1041
0,0,0,1.0,433,416
1,0,0,1.0,433,433
1,0,0,5.0,382,226
120,2,49,567.0,1044,228
5,0,0,1.0,433,259
3,0,0,11.0,1044,794
10,0,5,96.0,1044,554
3,0,0,1.0,433,430
0,0,0,1.0,382,382
0,0,0,1.0,438,379
4,0,0,1.0,438,246
81,0,4,64.0,438,192
0,0,1,101.0,438,438
0,0,0,3.0,438,438
3,0,0,3.0,553,552
0,0,0,1.0,369,369
2,0,0,11.0,268,253
629,85,295,4272.0,1429,271
0,0,0,1.0,268,268
0,0,0,1.0,268,268
0,0,0,1.0,268,268
0,0,0,1.0,268,267
3,0,0,1.0,268,215
0,0,0,1.0,274,274
13,0,0,1.0,369,306
1,0,0,1.0,529,525
0,0,0,1.0,274,274
2,0,0,13.0,268,252
0,0,0,1.0,268,268
2,0,0,8.0,152,138
0,0,0,1.0,152,113
2,0,0,1.0,152,112
0,0,0,1.0,152,152
0,0,0,6.0,152,143
0,0,0,1.0,152,152
0,0,0,1.0,152,123
0,0,0,1.0,152,152
2,0,0,8.0,453,395
3,0,0,16.0,369,362
0,0,0,1.0,152,151
3,0,0,8.0,152,111
0,0,0,1.0,1249,874
0,0,0,11.0,274,259
16,0,0,31.0,761,757
8,0,1,13.0,808,175
27,0,0,46.0,917,218
1,0,0,6.0,810,805
1,0,0,6.0,274,135
7,0,10,162.0,1017,247
0,0,0,1.0,521,500
0,0,0,1.0,521,521
0,0,0,1.0,521,407
0,0,0,12.0,521,430
0,0,0,1.0,521,520
3,0,0,11.0,521,521
2,0,0,1.0,958,402
51,0,4,177.0,1017,209
3,0,0,101.0,521,516
2,0,1,23.0,453,123
4,0,0,6.0,817,422
0,0,0,101.0,808,391
728,12,499,6093.0,1538,153
2,0,0,101.0,951,201
0,0,0,1.0,951,807
96,0,4,466.0,951,451
4,0,0,6.0,951,949
4,0,0,113.0,951,947
0,0,0,101.0,951,746
5,0,0,16.0,951,946
0,0,0,1.0,951,124
9,0,0,1.0,1354,1354
2,0,0,101.0,1354,1354
2,0,0,1.0,1354,1354
4,0,5,141.0,1354,147
15,0,6,39.0,445,282
0,0,0,3.0,734,733
6,0,3,120.0,1537,606
2,0,1,13.0,734,704
0,0,0,1.0,817,817
0,0,0,8.0,734,734
1,0,0,31.0,961,933
2,0,0,18.0,961,961
6,0,1,29.0,734,733
2,0,0,11.0,961,960
5,0,0,11.0,961,961
3,0,8,101.0,961,168
0,0,0,1.0,734,221
13,0,0,151.0,1287,318
0,0,0,1.0,1287,1268
2,0,0,3.0,276,276
3,0,0,1.0,276,276
1,0,0,1.0,276,174
5,0,2,158.0,1287,248
2,0,0,6.0,276,276
3,0,0,6.0,1287,1287
19,0,0,299.0,500,160
0,0,0,1.0,500,195
9,0,5,32.0,445,411
0,0,0,1.0,276,276
2,0,0,41.0,276,276
6,0,0,3.0,500,346
3,0,2,101.0,500,400
2,0,1,101.0,570,135
0,0,0,101.0,570,226
24,0,7,752.0,570,162
3,0,0,11.0,711,701
1,0,0,3.0,570,570
2,0,0,16.0,711,710
1,0,0,1.0,711,711
0,0,1,101.0,711,191
17,0,28,128.0,711,111
0,0,0,1.0,570,570
1,0,0,111.0,570,213
6,0,0,36.0,397,140
89,16,161,2951.0,497,113
2,0,2,101.0,792,116
0,0,0,1.0,792,636
32,0,0,32.0,792,310
4,0,3,108.0,792,561
3,0,0,1.0,497,496
0,0,0,1.0,792,792
1,0,0,1.0,792,220
2,0,0,11.0,1379,606
1,0,0,11.0,1379,1379
2,0,1,106.0,1379,659
11,0,0,156.0,1379,1257
687,0,0,574.0,1379,1267
3,0,0,56.0,1379,1379
2,0,0,25.0,397,397
1,0,0,8.0,734,733
0,0,0,101.0,1379,1379
2,0,1,23.0,848,179
2,0,0,103.0,1725,1725
11,0,2,111.0,1162,707
0,0,0,1.0,739,739
15,0,0,3.0,739,720
2,0,13,118.0,397,212
62,0,10,160.0,1372,113
32,0,0,1.0,1350,1346
4,0,0,18.0,1372,1371
104,0,73,667.0,1372,119
16,0,4,43.0,1372,135
0,0,12,101.0,1372,382
0,0,0,1.0,296,288
11,0,0,115.0,1372,1371
2,0,2,101.0,1372,720
434,2,70,3865.0,1725,112
6,0,0,13.0,1725,129
13,0,4,139.0,1350,528
0,0,0,1.0,1013,1013
12,4,12,356.0,169,111
0,0,0,8.0,1013,1013
9,0,0,3.0,1013,142
0,0,0,1.0,1013,114
14,0,0,21.0,1013,993
13,0,7,137.0,1013,131
1,0,5,103.0,1013,144
3,0,0,1.0,1013,1012
1,0,0,3.0,246,241
27,0,0,11.0,1815,1768
208,3,165,569.0,1815,295
3,0,0,101.0,1815,659
15,0,8,103.0,1814,121
0,0,0,8.0,1815,1814
137,0,14,709.0,1815,116
9,0,2,103.0,921,192
6,0,3,101.0,1814,571
8,0,4,131.0,921,478
2,0,0,101.0,921,787
1,0,1,101.0,921,725
0,0,0,101.0,921,175
2,0,0,101.0,1823,413
20,0,5,22.0,1050,161
85,0,1,31.0,1050,838
0,0,0,1.0,1050,437
3,0,0,1.0,1050,572
0,0,1,101.0,1050,188
4,0,9,101.0,1272,764
9,0,2,116.0,1272,167
0,0,0,1.0,1272,1271
8,0,1,123.0,1050,182
8,0,0,36.0,1272,1272
1,0,11,101.0,1272,505
18,0,1,15.0,1272,794
0,0,0,1.0,758,758
1,0,0,1.0,758,758
3,0,0,101.0,758,118
5,0,1,101.0,758,684
0,0,0,1.0,758,758
3,0,0,101.0,758,596
0,0,0,1.0,758,758
3,0,0,103.0,757,152
0,0,0,1.0,757,757
22,0,0,55.0,1227,1057
8,0,0,123.0,1227,427
1,0,0,11.0,1227,1227
4,0,1,108.0,1227,237
2035,27,2249,9841.0,1227,111
28,2,18,267.0,1227,140
1,0,2,123.0,1227,592
3,0,0,101.0,1227,312
0,0,0,101.0,1083,1021
1,0,0,1.0,1227,1227
8,0,0,35.0,1227,1226
1,0,0,1.0,775,775
0,0,0,101.0,1083,1083
1,0,0,28.0,736,730
6,0,0,21.0,736,735
2,0,5,101.0,736,655
5,0,0,16.0,736,712
0,0,0,1.0,736,120
0,0,0,1.0,736,359
2,0,0,1.0,736,131
4,0,0,3.0,736,150
0,0,0,1.0,432,390
0,0,0,101.0,724,724
0,0,0,1.0,236,135
0,0,0,1.0,970,965
7,0,2,40.0,970,182
9,0,2,21.0,970,577
0,0,1,103.0,970,541
11,0,0,14.0,970,956
2,0,0,21.0,970,970
1,0,0,101.0,970,899
78,0,14,79.0,970,351
6,0,0,1.0,970,961
0,0,0,1.0,1142,1142
12,0,1,30.0,1451,544
0,0,1,101.0,943,128
1,0,0,101.0,943,575
8,0,0,47.0,943,931
2,0,2,101.0,943,469
7,0,0,5.0,943,942
13,0,6,93.0,943,240
4,0,0,113.0,943,134
2,0,0,13.0,432,381
6,0,1,78.0,755,725
14,0,0,3.0,755,754
1,0,0,1.0,755,755
0,0,0,1.0,755,375
3,0,0,31.0,755,718
0,0,0,101.0,755,584
8,0,0,18.0,755,755
2,0,0,1.0,755,427
14,0,0,15.0,1451,388
113,0,0,11.0,1451,1447
4,0,0,3.0,234,209
0,0,0,1.0,234,234
0,0,0,1.0,234,234
0,0,0,1.0,234,234
1,0,5,101.0,234,211
1,0,0,11.0,234,208
1,0,0,6.0,234,232
0,0,0,1.0,234,217
0,0,0,1.0,234,233
0,0,0,1.0,234,215
12,0,11,149.0,583,113
1,0,0,6.0,583,334
3,0,0,6.0,583,582
0,0,0,1.0,583,565
20,0,1,51.0,583,292
0,0,0,101.0,583,156
13,0,2,30.0,735,505
0,0,0,1.0,583,568
0,0,0,1.0,583,583
3,0,0,16.0,426,360
0,0,0,1.0,426,426
0,0,2,101.0,426,426
3,0,0,1.0,426,426
6,0,0,1.0,246,236
0,0,0,1.0,246,206
188,0,65,845.0,426,111
4,0,0,10.0,426,408
7,0,0,11.0,246,144
0,0,0,11.0,246,242
5,0,0,31.0,246,180
0,0,0,1.0,246,246
2,0,0,1.0,246,140
0,0,0,1.0,246,246
1,0,0,1.0,246,246
1,0,0,6.0,246,246
3,0,21,101.0,857,147
1,0,0,1.0,857,857
38,0,47,93.0,857,121
0,0,1,101.0,857,277
10,0,0,3.0,857,857
1,0,0,1.0,857,857
49,0,6,59.0,857,123
1,0,0,101.0,857,410
7,0,0,16.0,313,116
1,0,0,1.0,1155,136
3,0,1,151.0,208,203
0,0,0,8.0,208,207
0,0,0,1.0,208,208
2,0,0,1.0,208,185
0,0,0,1.0,208,204
0,0,0,1.0,208,193
1,0,0,1.0,208,206
0,0,0,1.0,208,176
1,0,0,31.0,207,190
3,0,0,21.0,207,117
0,0,0,101.0,402,393
0,0,0,1.0,169,123
0,0,0,13.0,379,376
5,0,1,36.0,224,181
0,0,0,1.0,224,224
0,0,0,1.0,224,112
3,0,0,6.0,224,158
0,0,0,1.0,224,224
0,0,0,1.0,224,223
0,0,0,1.0,224,224
1,0,0,1.0,224,224
0,0,0,101.0,224,224
3,0,0,8.0,784,382
1,0,0,1.0,784,784
0,0,0,101.0,784,354
0,0,0,101.0,784,389
3,0,0,11.0,784,777
2,0,0,1.0,650,646
2,0,0,1.0,650,650
9,0,0,11.0,650,386
1,0,0,1.0,650,649
5,0,0,106.0,650,393
19,0,0,28.0,650,591
5,0,0,31.0,650,570
46,0,9,57.0,650,579
0,0,0,6.0,414,414
4,0,0,51.0,414,276
5,0,0,6.0,414,381
23,0,2,50.0,414,124
6,0,1,58.0,414,217
0,0,0,1.0,414,414
0,0,1,123.0,414,410
5,0,0,111.0,945,195
2,0,0,1.0,675,598
12,0,3,47.0,675,256
37,0,32,381.0,675,249
2,0,0,1.0,675,636
0,0,0,1.0,675,124
0,0,0,1.0,675,675
11,0,7,138.0,675,134
6,0,0,6.0,848,822
6,0,0,6.0,632,632
0,0,0,1.0,632,632
2,0,0,14.0,632,614
3,0,0,3.0,925,924
12,0,0,18.0,1594,1589
19,0,0,53.0,422,360
1,0,0,1.0,689,689
0,0,1,101.0,689,113
4,0,0,16.0,689,681
0,0,2,101.0,689,589
28,0,0,101.0,689,603
1,0,0,101.0,689,529
2,0,0,1.0,689,689
0,0,0,1.0,689,689
72,0,12,300.0,912,752
0,0,0,1.0,217,217
0,0,0,1.0,217,217
6,0,0,1.0,217,125
0,0,0,1.0,217,217
9,0,0,3.0,217,215
4,0,0,11.0,217,216
1,0,0,101.0,217,211
1,0,0,1.0,217,217
0,0,6,101.0,217,142
1,0,0,101.0,217,124
96,1,64,359.0,1438,112
6,0,4,47.0,377,187
19,0,0,4.0,1438,1427
18,0,3,73.0,1438,125
0,0,0,101.0,1594,1151
21,0,0,101.0,1438,807
15,0,1,130.0,1438,362
5,0,0,21.0,377,352
5,0,0,1.0,1438,1431
0,0,0,1.0,627,115
5,0,0,8.0,912,737
17,0,25,166.0,489,111
0,0,0,1.0,412,206
27,0,5,91.0,967,333
22,0,6,68.0,967,112
0,0,0,101.0,1141,1064
1,0,2,48.0,1141,955
2,0,6,101.0,1141,649
0,0,0,101.0,1141,784
120,4,160,963.0,1141,128
1,0,0,101.0,1141,1108
6,0,0,101.0,1141,658
0,0,0,101.0,1141,123
0,0,0,6.0,1141,1124
1,0,0,15.0,1141,921
0,0,0,1.0,129,117
0,0,0,101.0,129,129
0,0,0,8.0,129,129
3,0,0,46.0,129,118
0,0,0,1.0,129,129
2,0,0,1.0,129,126
9,0,0,26.0,129,125
0,0,0,1.0,129,116
2,0,0,101.0,1842,1665
3,0,3,101.0,1842,205
138,5,51,1053.0,507,121
0,0,0,1.0,507,252
6,0,0,43.0,507,290
2,0,0,1.0,507,113
3,0,1,101.0,507,506
0,0,0,1.0,507,507
3,0,0,6.0,342,307
5,0,0,10.0,342,230
21,0,2,40.0,342,120
0,0,0,1.0,342,176
2,0,4,101.0,342,248
3,0,0,121.0,342,342
3,0,0,1.0,1594,1592
0,0,0,101.0,617,292
0,0,0,1.0,617,617
9,0,2,41.0,617,242
1,0,0,1.0,617,193
5,0,1,30.0,348,322
0,0,0,1.0,348,116
0,0,0,1.0,348,348
3,0,0,11.0,348,284
2,0,0,9.0,348,348
3,0,0,21.0,348,348
1,0,0,1.0,348,319
8,0,0,13.0,348,126
0,0,0,6.0,1177,1176
7,0,4,83.0,348,114
3,0,0,101.0,1177,976
23,0,3,23.0,1177,352
2,0,0,1.0,1177,1177
43,8,411,757.0,1177,228
1,0,0,1.0,1177,1161
41,0,0,29.0,1177,1170
2,0,0,101.0,1583,1583
7,0,0,16.0,1583,1583
82,0,8,64.0,1583,568
0,0,0,1.0,1583,1583
755,0,28,1001.0,1583,113
18,0,0,181.0,1005,775
11,0,0,38.0,1583,188
10,0,0,31.0,1583,1582
1,0,0,26.0,1794,1794
19,0,0,316.0,1794,1688
13,0,205,101.0,1794,111
1,0,1,101.0,1794,521
0,0,0,101.0,1794,1745
0,0,1,101.0,1794,122
0,0,1,101.0,232,232
0,0,0,1.0,232,232
0,0,0,1.0,232,232
0,0,0,1.0,232,226
0,0,0,1.0,232,113
0,0,0,1.0,232,111
0,0,0,1.0,232,222
1,0,3,24.0,232,145
0,0,0,1.0,232,229
4,0,0,17.0,232,115
0,0,0,1.0,721,695
3,0,0,1.0,335,332
6,0,0,6.0,786,772
0,0,0,101.0,326,200
0,0,0,1.0,326,135
0,0,0,1.0,142,142
0,0,0,1.0,326,213
0,0,0,1.0,326,326
1,0,0,1.0,326,113
0,0,2,101.0,142,142
0,0,0,1.0,142,114
2,0,0,11.0,326,326
0,0,0,101.0,326,326
0,0,0,1.0,142,142
2,0,0,1.0,142,114
2,0,0,13.0,142,129
0,0,0,1.0,142,142
3,0,0,101.0,1318,1315
69,0,17,493.0,1318,111
33,0,4,46.0,1318,129
0,0,0,21.0,1318,1301
16,0,20,172.0,1318,117
3,0,0,1.0,654,606
3,0,0,1.0,528,528
5,0,0,101.0,654,151
3,0,5,180.0,654,112
0,0,0,1.0,654,652
0,0,0,1.0,654,398
5,0,0,1.0,654,360
0,0,0,1.0,654,654
0,0,0,1.0,578,573
3,0,0,1.0,578,578
0,0,0,6.0,578,311
30,0,6,364.0,1119,876
0,0,0,6.0,1119,1118
1,0,0,11.0,1119,1083
6,0,5,128.0,1119,973
8,0,0,6.0,1119,1116
75,4,23,441.0,1119,111
1,0,0,1.0,1119,632
4,0,5,111.0,1119,174
2,0,11,101.0,1341,153
9,0,0,73.0,1119,402
17,0,18,120.0,1119,123
80,1,33,494.0,1341,651
